latitude,longitude,iceberg_risk,risk_class,iceberg_count
-53.669704,-3.915077,0.0,0,0
-53.701126,-3.046945,0.0,0,0
-53.7246,-2.1773872,0.0,0,0
-53.740337,-1.3068371,0.0,0,0
-53.74817,-0.43567953,0.0,0,0
-53.74817,0.43567953,0.0,0,0
-53.740337,1.3068371,0.0,0,0
-53.7246,2.1773872,0.0,0,0
-53.701126,3.046945,0.0,0,0
-53.669704,3.915077,0.0,0,0
-53.630672,4.7814536,0.0,0,0
-53.583668,5.6455846,0.0,0,0
-53.529198,6.5072336,0.0,0,0
-53.46676,7.365824,0.0,0,0
-53.396973,8.22122,0.0,0,0
-53.31937,9.07282,0.0,0,0
-53.234467,9.92051,0.0,0,0
-53.141953,10.763735,0.0,0,0
-53.042206,11.602353,0.0,0,0
-52.935066,12.435899,0.0,0,0
-52.820778,13.264171,0.0,0,0
-52.699345,14.0868225,0.0,0,0
-52.570858,14.903576,0.0,0,0
-52.435486,15.714228,0.0,0,0
-52.293182,16.518396,0.0,0,0
-52.14426,17.316046,0.0,0,0
-51.98855,18.106674,0.0,0,0
-51.826485,18.890432,0.0,0,0
-51.657795,19.666685,0.0,0,0
-51.483025,20.435757,0.0,0,0
-51.301823,21.196926,0.0,0,0
-51.11475,21.950586,0.0,0,0
-50.921555,22.696123,0.0,0,0
-50.722656,23.433817,0.0,0,0
-50.517937,24.163223,0.0,0,0
-50.307705,24.884499,0.0,0,0
-50.091957,25.597385,0.0,0,0
-49.87088,26.301897,0.0,0,0
-49.64459,26.997976,0.0,0,0
-49.413166,27.685474,0.0,0,0
-49.17683,28.364536,0.0,0,0
-48.935566,29.034864,0.0,0,0
-48.689674,29.696802,0.0,0,0
-48.43906,30.349888,0.0,0,0
-48.184113,30.994656,0.0,0,0
-47.924644,31.6305,0.0,0,0
-47.661083,32.25807,0.0,0,0
-47.393284,32.876812,0.0,0,0
-47.1216,33.487263,0.0,0,0
-46.84594,34.08904,0.0,0,0
-46.566597,34.682533,0.0,0,0
