ascat_1,ascat_2,ascat_3,date,nic_1,nic_2,nic_3,size_1,size_2
-72.85,-72.42,1,2023348,-72.85,-72.42,1,12,6
-72.85,-72.42,1,2023349,-72.85,-72.42,1,12,6
-72.85,-72.42,1,2023350,-72.8561,-72.417,0,0,0
-72.85,-72.42,1,2023351,-72.8715,-72.4096,0,0,0
-72.85,-72.42,1,2023352,0,0,0,0,0
-72.85,-72.42,1,2023353,0,0,0,0,0
-72.85,-72.42,1,2023354,0,0,0,0,0
-72.94,-72.38,1,2023355,-72.94,-72.38,1,12,6
-72.94,-72.38,1,2023356,0,0,0,0,0
-72.94,-72.38,1,2023357,0,0,0,0,0
-72.94,-72.38,1,2023358,0,0,0,0,0
-72.94,-72.38,1,2023359,0,0,0,0,0
-72.94,-72.38,1,2023360,0,0,0,0,0
-72.94,-72.38,1,2024001,0,0,0,0,0
-72.97,-72.52,1,2024002,0,0,0,0,0
-72.97,-72.52,1,2024003,0,0,0,0,0
-72.97,-72.52,1,2024004,-72.97,-72.52,1,12,6
-72.97,-72.52,1,2024005,0,0,0,0,0
-72.97,-72.52,1,2024006,0,0,0,0,0
-72.97,-72.52,1,2024007,0,0,0,0,0
-72.97,-72.52,1,2024008,0,0,0,0,0
-72.97,-72.52,1,2024009,0,0,0,0,0
-72.97,-72.52,1,2024010,0,0,0,0,0
-72.97,-72.52,1,2024011,-72.97,-72.52,1,12,6
-72.97,-72.52,1,2024012,0,0,0,0,0
-72.97,-72.52,1,2024013,0,0,0,0,0
-72.97,-72.52,1,2024014,0,0,0,0,0
-72.97,-72.52,1,2024015,0,0,0,0,0
-72.97,-72.52,1,2024016,0,0,0,0,0
-72.97,-72.52,1,2024017,0,0,0,0,0
-72.97,-72.52,1,2024018,0,0,0,0,0
-72.97,-72.52,1,2024019,0,0,0,0,0
-72.97,-72.52,1,2024020,0,0,0,0,0
-72.97,-72.52,1,2024021,0,0,0,0,0
-72.97,-72.52,1,2024022,0,0,0,0,0
-72.9608,-72.5354,1,2024023,0,0,0,0,0
-72.9608,-72.5354,1,2024024,0,0,0,0,0
-72.73,-80.49,1,2024025,-72.73,-80.49,1,12,6
