ascat_1,ascat_2,ascat_3,date,nic_1,nic_2,nic_3,size_1,size_2
-70.3591,-8.5043,0,2025041,-70.39,-8.2882,0,0,0
-70.395,-8.5585,0,2025042,-70.393,-8.4501,0,0,0
-70.4308,-8.6237,0,2025043,-70.3969,-8.6081,0,0,0
-70.4655,-8.707,1,2025044,-70.4023,-8.764,0,0,0
-70.502,-8.8254,0,2025045,-70.41,-8.92,1,9,6
0,0,0,2025046,-70.4312,-9.0843,0,0,0
0,0,0,2025047,-70.472,-9.2579,0,0,0
0,0,0,2025048,-70.5255,-9.4314,0,0,0
0,0,0,2025049,-70.5849,-9.5956,0,0,0
0,0,0,2025050,-70.6434,-9.7413,0,0,0
-70.7478,-9.8925,0,2025051,-70.694,-9.8592,0,0,0
-70.776,-10.0083,0,2025052,-70.73,-9.94,1,9,6
-70.7957,-10.0717,1,2025053,-70.7566,-9.9975,0,0,0
-70.8103,-10.1033,0,2025054,-70.7827,-10.0507,0,0,0
-70.8242,-10.1323,0,2025055,-70.807,-10.098,0,0,0
-70.8371,-10.1583,0,2025056,-70.8282,-10.1381,0,0,0
-70.8489,-10.1812,0,2025057,-70.845,-10.1694,0,0,0
-70.8591,-10.2006,0,2025058,-70.856,-10.1906,0,0,0
-70.8675,-10.2162,0,2025059,-70.86,-10.2,1,9,6
-70.8739,-10.2277,0,2025060,-70.8588,-10.2026,0,0,0
-70.8779,-10.2348,0,2025061,-70.8557,-10.2043,0,0,0
-70.8793,-10.2372,1,2025062,-70.8515,-10.2056,0,0,0
-70.8785,-10.2367,0,2025063,-70.847,-10.2067,0,0,0
-70.8764,-10.2352,0,2025064,-70.8429,-10.208,0,0,0
-70.8732,-10.233,0,2025065,-70.84,-10.21,1,9,6
-70.8691,-10.2301,0,2025066,-70.838,-10.2134,0,0,0
-70.8645,-10.227,0,2025067,-70.836,-10.2184,0,0,0
-70.8597,-10.2236,0,2025068,-70.8341,-10.2241,0,0,0
-70.8548,-10.2202,0,2025069,-70.8325,-10.2299,0,0,0
-70.8502,-10.2171,0,2025070,-70.8312,-10.235,0,0,0
